x,y,z
126.88849363014462,254.73170052001345,a
138.46031148023812,268.50212244412586,a
58.70342987064845,227.2739889297253,a
96.64296677056556,209.30409913663192,a
99.05625338184959,218.3344859544601,a
81.42169723504205,181.49072115268518,a
93.21093897519998,245.95742896143298,a
91.73696619039488,213.50536242646797,a
109.95416430727992,214.54594212729813,a
96.65896368512178,188.43620490740506,a
93.0731561501548,185.47149045424743,a
109.4329168639954,158.58174256188954,a
134.98509631007516,207.22022409371192,a
124.64308327693035,216.52114640610864,a
71.25717302634976,190.6501613608272,a
55.707390626211954,199.40500934386188,a
95.08518396588097,170.98459874750455,a
77.08755642748602,188.86227584623367,a
128.1799078248232,195.64615114625565,a
110.96638827494145,196.95035211721586,a
89.6608101674554,160.62139780419454,a
54.71226534682651,177.97042061545721,a
150.572939278873,186.34291803610415,a
77.19027242111224,163.77598108607197,a
80.99023633276664,111.3410425943361,a
84.4255593580148,173.527184405629,a
79.53514993785976,144.1104040431468,a
128.305973123438,114.64122288017967,a
97.04136066842085,151.06203061615355,a
99.5014451771612,204.11217826725613,a
49.68141332476693,118.274011093046,a
106.27140409769274,171.8251326346745,a
126.4479016921901,156.03696894460182,a
106.30589409859192,155.8547473991191,a
133.93200947658585,120.62888937113058,a
84.91545571906562,57.75028116750491,a
88.21378291706458,112.75749138579238,a
128.3494904145142,105.67137779598409,a
103.21910481784926,124.88958728395016,a
87.75467536717531,127.07483029787073,a
155.41711978172123,110.91500113053803,a
91.06820331526592,131.80475157518367,a
89.8825265098162,126.27516845639127,a
83.6533241972117,127.53163997081629,a
126.33004413277797,100.46137684297679,a
82.21350184702418,119.69156748488331,a
74.03346500139821,65.19537753447008,a
74.85874705459835,108.30295328542815,a
78.86054196597065,178.96062595639205,a
144.19265487813277,112.6019694120489,a
116.78767062388481,163.52746624362936,a
125.57727418344379,167.8357430935929,a
84.78664370811778,75.4603085725791,a
107.41091337880702,72.14861307546158,a
105.5837914450809,87.5928937759324,a
98.38483708039881,30.015171323275865,a
115.94077238483402,119.79152565219607,a
134.35982862948575,110.083687861687,a
59.3107944405614,79.3277331534332,a
112.56407558378635,54.68792756226304,a
80.15849200140607,90.40946401611069,a
135.0048685238769,42.83853978932535,a
71.46810610039226,45.557443921985794,a
80.23042234919637,84.61229137762075,a
100.05472116897803,106.94547494132695,a
96.23557277372637,58.656958192587524,a
98.71720391877263,88.31834296266362,a
71.52980187011428,82.98317803534826,a
99.20009757902612,36.33067050039375,a
105.55745744647854,95.31546030741765,a
92.95108577752735,57.84728593213873,a
139.5886510806459,50.21687110074606,a
82.99425406078204,76.20355849441182,a
99.14715983300886,54.4442266725988,a
95.28783868389328,34.73083918252121,a
113.82536137305236,42.38353713290968,a
109.50081065255199,35.0849621643348,a
185.8629711075909,467.6525660068018,b
221.38710671336258,451.74643235013053,b
213.78773489114525,411.55596786032265,b
197.6989018469134,450.72691865075086,b
229.8131185956999,360.0197330742279,b
193.799036812729,320.52887412632913,b
229.97677924859946,219.97371705778903,b
195.90053421744824,204.59584419169897,b
212.52634567433972,173.13853243181183,b
282.0052585693153,107.68647489801117,b
206.68216191402135,74.26685523678583,b
223.59984461204948,66.85473288226956,b
221.13002792450075,80.4748213688373,b
228.89199217922825,403.61452869390007,b
199.36455144877502,418.09196389966667,b
233.83656156584598,356.3283298302081,b
213.9562782713761,361.0358036639484,b
194.66747692870538,275.30931776665193,b
210.47414781952847,330.56022812250933,b
234.68209014696103,329.57281210214387,b
244.63695307606716,271.90762139456683,b
239.09597719958617,260.5929192298031,b
223.08560884933337,276.27854034521715,b
212.76761130185534,258.3065193812258,b
194.1261011376436,230.16563560732516,b
253.08791307524228,286.78116684915756,b
207.6909022521443,205.80813545583408,b
236.35201815811809,194.61266421546958,b
195.2303898032803,232.07088505731912,b
195.9045088293561,243.8425552163897,b
205.91809074047987,198.46466982545707,b
261.828678318818,200.54360752478465,b
213.2855579328201,184.18544452126844,b
228.67383631347408,186.84904185308721,b
243.25435343898067,167.42441922248588,b
219.0086720969207,169.9519111359183,b
227.1656812007909,142.973575823636,b
190.5665924487339,185.23412452278467,b
247.73312675149543,143.1364491863804,b
202.4196017959064,180.80207267848493,b
275.60913942883974,164.734748576166,b
254.05853677155255,179.22843061017414,b
217.83668701935184,117.56275216866766,b
207.6594235548294,203.23107155891023,b
233.7979876875593,329.69639006497425,b
213.6445200761357,340.6287292708535,b
242.65927782958772,290.6618259499087,b
214.49845546837128,337.1082046606448,b
218.14775407463543,334.95969072766974,b
228.03738687449734,290.7676817978903,b
215.5916106682655,276.42571233651233,b
198.94194697463422,229.98552512485708,b
213.03394801099526,261.8062805714485,b
260.56319331966387,249.42481835112815,b
254.9071930825075,239.13508736032293,b
170.70666041199527,219.4328251783885,b
200.87968193683082,197.81644224953806,b
217.55757813568755,185.28897249116272,b
212.41089687087003,195.6889898762911,b
239.75293782066237,206.3897480978991,b
255.53553797439923,195.843909828113,b
229.9613514073984,196.61079997516663,b
279.89882549362096,147.11007914842298,b
258.4735174878741,188.37912450155608,b
199.03468020916438,151.82462404461302,b
219.80881809559003,186.43673520255072,b
242.7252228974636,193.5430833027582,b
243.99643991319533,182.4261003502055,b
226.9603913605623,321.8387378102905,b
210.55682485127488,252.14486473861498,b
230.99503531658544,239.51601302107798,b
237.5710497648289,246.72996327303585,b
214.18110965787463,290.7756904616554,b
257.78602400461403,270.2410353588702,b
212.4124966831176,221.64308637850627,b
174.47941898632627,227.12069722902316,b
265.04721947872633,188.72402149735183,b
194.76885514652474,177.86812018629348,b
224.91174132629683,241.08065124668815,b
225.40152142467477,205.67419063720337,b
220.29253982896867,244.77751463327513,b
265.16179278298915,173.75965314478543,b
209.39357025369887,216.63941955727927,b
253.80161301638782,220.79760641032965,b
239.18667468031705,184.4111302184209,b
224.41389654184277,227.4658607284299,b
191.21520238111,262.4427266607743,b
268.1637036904652,288.0253562131503,b
224.40284958376114,325.59235495362157,b
251.27485768703974,245.3262828196202,b
203.03285222925896,282.2748677460403,b
178.0261911086891,285.3615262766905,b
241.23453021325645,337.9250076534539,b
225.461334072368,278.14724157400013,b
222.7240999188591,326.7713625939083,b
229.96672142528354,333.2522695849626,b
216.28215399747305,287.05087126383694,b
276.75330150704644,256.47034218561043,b
231.14401536314585,304.22610014767633,b
215.94928912115188,261.5816724424787,b
251.17699162126166,345.773763583441,b
229.97351193040598,320.92336528705295,b
199.77091942511726,320.53191424752043,b
202.7798817671292,301.2866802328514,b
214.6720097281116,276.1161903570815,b
279.6456949738098,309.6729256700236,b
249.5459904785864,268.4812903852625,b
191.82452028573098,481.6668288194952,b
215.20520169119226,461.9549277348491,b
181.0085854154753,484.035136613737,b
249.73323451375458,433.59240096245935,b
221.70633043288817,460.6309775457764,b
240.5505168230714,482.24664886643984,b
264.46068277186066,446.2553787544429,b
209.58979985776708,479.94653716561913,b
226.75585430708588,468.48251077982513,b
193.52563581669014,473.211896769577,b
228.278171104741,469.4667942293229,b
217.30256999150785,468.18732341376256,b
192.30888079901018,422.10414923715757,b
215.5629754364416,453.7127450895702,b
167.72808323378055,455.47406699395174,b
197.57472312919253,479.28987238407296,b
273.6326291388038,468.7378988706637,b
242.9913907841956,500.1108445327952,b
197.6347823565571,477.1324687399829,b
210.0085509044396,482.07778684729055,b
219.81017793058504,471.1963865264905,b
220.8680983144372,479.95275862263185,b
224.54305529339803,456.57253670583043,b
230.27705633123142,478.2776126724111,b
211.27413072032218,449.41628579404966,b
238.6639622793449,421.38239670203654,b
223.40482188490256,448.62215364195697,b
210.49203270065277,451.8094575085735,b
231.9606820090938,420.77515415140766,b
216.13835103637456,451.02185075126494,b
242.34773144325584,469.2433211606076,b
255.82734070674167,405.18050875606576,b
243.27848074669288,458.44052372210353,b
214.24523547326288,452.5828272657185,b
237.2691766849326,430.2747902412222,b
208.45517015273867,443.88161132413313,b
201.81703274797712,422.017301681623,b
196.08833349237756,433.3838824493963,b
252.4712509263647,481.91369793437747,b
203.35977120436166,454.6184670932773,b
202.58168755872202,458.20556231123294,b
194.2707306714574,453.90785055423123,b
224.4606645368767,408.3778370866575,b
224.2178943962508,442.7601078838054,b
196.30957921252474,457.1082672854685,b
194.19126061174836,384.9737044588362,b
204.93287142816806,475.82126423523005,b
186.30356363957353,448.0815898844098,b
195.59826206098685,409.47855886499747,b
183.4335537039477,438.87017528134515,b
168.42327171471874,448.58110019538515,b
191.41173042762182,468.2468902122869,b
147.30899380395164,400.16471808087886,b
222.08206546647358,450.1870653078682,b
187.55268304666734,443.9699762372386,b
217.9546944487511,470.03609670643027,b
224.1363408094785,393.2177395775957,b
249.16969895594872,471.3504044492207,b
226.05589611205932,462.00666557721894,b
240.4200857074545,411.4615835555037,b
200.40442865526782,419.62669086243454,b
189.6313775220685,479.31987983142017,b
228.9578073497187,468.89775569168575,b
229.94820714892796,455.5430997136819,b
174.00916887987552,452.7905809194527,b
223.08144790487964,431.56065633400607,b
242.08712170298327,447.64290151304544,b
183.81086770421473,405.8781406207492,b
208.0279512304392,493.5221236337575,b
241.5856430810083,374.7788589890886,b
247.66873403543374,452.8143244963643,b
258.0827732870621,395.7600532327624,b
269.809294019476,464.24871059402227,b
218.96171700086686,442.60048677116913,b
177.4620628335545,480.86871273714274,b
277.1148407178415,440.0125881947662,b
248.5542739585125,411.31092093894483,b
213.9562718063644,477.4566679724899,b
220.22191060633398,442.68045839057544,b
217.89944480945564,407.08445647462725,b
212.9377976366335,414.65668493513647,b
225.70030659313937,455.6093954646699,b
239.20044617478268,392.46019327121996,b
223.70319324494764,78.23444814290559,b
287.5043405089914,61.45130862272657,b
255.1770441444117,55.41144049264835,b
293.2121675392174,53.41652557224518,b
234.14846806208706,34.63757697598305,b
253.61274340787944,37.746632307925154,b
245.09461135007044,5.927387778653497,b
241.7520263390414,27.105855270807126,b
258.17634906676295,87.8185140752264,b
254.36664514328814,97.76065086620258,b
259.6033244757135,63.691030232862204,b
237.70969924539833,12.494165065887728,b
236.7916940683281,14.722239133399967,b
247.67870405789708,60.854563037859236,b
254.89876673552303,60.81587182075157,b
226.56960635583542,44.62081099103119,b
253.8142897506617,27.867040873196288,b
269.66045382955014,25.459823529989023,b
194.6711693514275,-0.8403010466659566,b
248.3964056211476,32.76424440519048,b
211.91877173294378,35.912340665087754,b
216.0072424220128,4.922576273233403,b
204.23944527564498,25.02553855421138,b
174.47668365620598,59.114846105969036,b
184.87149441163243,75.45867848913548,b
230.65849518540105,62.66839734036898,b
232.95233358404045,7.17041000563529,b
229.25700752377142,9.019569550586994,b
208.87575928466973,60.577213450322574,b
199.35620924229877,52.82771596852257,b
205.63413705514228,62.964206961963896,b
264.60671620748326,34.322554521717336,b
212.78570867523243,44.86841343518324,b
240.03766710193582,64.68459736344812,b
215.38848191253203,50.6231839845679,b
260.7466668198673,29.618573933488562,b
212.69626594759438,63.94177022964999,b
282.6148914064976,1.4565055719729116,b
236.6579926230581,33.72243958522961,b
246.70220061616806,54.61251693488117,b
227.18988140211258,63.153688417220906,b
256.1502443044065,38.9064754690703,b
231.02675145111388,9.987457281746117,b
237.72038416275748,75.94646410249601,b
243.992512895611,23.461844060912426,b
204.99194368934923,89.09397118050026,b
266.18166316069227,65.46444976931883,b
232.14784904304122,68.81493405123439,b
217.6465608180424,-2.452483669833839,b
221.43877089355456,58.478505634947396,b
192.3129748553021,18.74491298154362,b
259.80012732207126,-26.59781706107549,b
213.4428514753449,70.98559942444967,b
68.46642456474471,20.817358382194584,a
95.43976187889206,7.491282700543593,a
43.55317568408194,-32.87352381755329,a
75.9302405712417,39.91636584203286,a
133.31960293118377,-44.72887207020506,a
108.43781400718213,36.27022438286838,a
69.02798050694027,-19.14681553568232,a
86.47367496934899,4.9839331127314495,a
130.2721433993336,36.71249059591247,a
117.48175646992333,37.29776706760708,a
146.2255681450618,-32.07713871125384,a
53.676113248951815,14.319888813315572,a
133.85117573529004,-14.46278344212351,a
119.08329647481312,34.715544802603745,a
104.97147231971036,-40.840397706356725,a
94.24191920932358,22.420773623069692,a
91.06928871334304,21.335234488905883,a
52.90367921480706,25.479500617020847,a
90.6799831949752,16.720712424705482,a
87.45636872763575,7.00986428380935,a
122.71146021984484,56.1518579232125,a
105.84110506151211,48.15883719576124,a
72.20960317968687,14.715824453327912,a
86.11140465225998,21.348344449113483,a
98.86619214098604,76.95769446263716,a
93.58781731498125,-14.161208854212646,a
139.81220217090373,34.12347370154765,a
35.89386439381685,37.793224798013796,a
61.53088484568464,44.8621408430231,a
66.18559318981755,82.82610180080951,a
25.488786401058867,24.551516552638816,a
84.53902289309715,41.76851831739083,a
61.88235415548306,11.600290374671147,a
70.3624937110402,14.599553566630334,a
153.93281699788793,481.9450787041172,a
130.5584478160483,473.91642263854317,a
70.01519074385718,514.4154746571747,a
159.52207650833026,442.5546385081405,a
89.77467585639039,489.0125359247992,a
43.90662588531958,494.01482303299764,a
74.55505349946857,513.4263065073117,a
111.96663309323816,455.2999695525068,a
409.53041001485235,443.34411584312073,c
331.4512704502295,473.9809364561853,c
362.0097822229992,461.7205346609502,c
407.859693656504,503.4754468736673,c
368.17917456866957,445.7954676852796,c
424.7453610067798,414.89966090891016,c
402.4500463127509,445.4128079459785,c
381.52516702791945,454.792781177623,c
424.9627089967417,463.56176616338695,c
351.83832501520016,443.25418900257,c
386.8852310752811,444.3155020027451,c
374.68507748361424,437.11059443323734,c
437.11267016732046,462.07891100648,c
428.3599254001186,495.016356004428,c
446.57744630469494,445.0863712649744,c
379.4028885361519,403.5061088547303,c
410.4596480252426,439.45943355056255,c
442.135969458961,419.95094942371054,c
361.1419783606321,463.4878307794654,c
412.5147704552017,436.2401726981745,c
409.35491010437397,438.73921751813333,c
418.7442815218951,466.4478483906394,c
428.8861702248017,452.19002262976,c
421.26172474269293,454.00908092419587,c
347.7977084144161,443.0752517498472,c
387.3016730060809,488.5302948435915,c
427.34924273387855,467.26546279684,c
371.3201760104842,430.1181968616726,c
386.8658952288912,500.5572734706777,c
406.9345543427446,466.14474367451436,c
414.99252781421916,431.7527943484887,c
385.25945557638676,473.12212461532977,c
394.50635091287035,457.39113951456915,c
392.36523046095465,474.85540266070427,c
404.0398790490784,457.56536774701726,c
372.43213612158627,485.71491177503924,c
359.93177928706723,479.5069441990275,c
394.81162044440725,437.20607730725726,c
424.38611621511654,450.68994687291143,c
363.44827274896215,460.46714282921357,c
351.3793988737094,426.93810195326745,c
410.6815298941495,370.69476305981476,c
392.1704619232605,440.3340320935019,c
381.6729793053837,457.73018396966177,c
404.64097979868944,410.6182872279855,c
393.7140872357957,394.34558884585,c
390.9177108379749,409.61912151198305,c
377.0152287191745,448.4680781579019,c
371.3709454934004,397.2056249565513,c
370.8778623982849,408.4768245357829,c
404.4974304568265,455.4445006602147,c
398.3117850374087,374.46137298162637,c
396.3485751217176,452.7975801963701,c
402.1872747646259,426.9165017090816,c
426.19487549811856,443.05418903598377,c
367.5149888477081,472.6145355067333,c
430.82582346279537,439.3544062203001,c
410.3606891533821,501.66046335667335,c
401.916416091024,398.73678247064305,c
403.60556736403913,448.25595162477117,c
412.5873127457426,490.1253177386918,c
407.8493615384688,433.9008592592071,c
394.7970076414662,432.33968645048583,c
432.4114952026653,450.16073382812,c
429.76769522603445,417.0558004278701,c
349.3502160063143,465.53272201832124,c
427.1534508284778,433.2788790533572,c
378.6164415382345,462.103386994661,c
394.1574032124847,445.71260328955884,c
361.42185143750135,441.98724464018665,c
389.9138464753182,500.13959868869114,c
356.31236245743287,459.2703350340936,c
369.0458561376045,429.10150023694723,c
386.0847133378072,467.31316971157975,c
414.8293899430163,474.46969569574287,c
389.85056073543774,425.11710305469325,c
426.68321662979713,-12.658546845283695,c
390.69376530940576,44.904337277054026,c
465.46901363838174,18.51078140196671,c
419.44898028934415,59.549056418784744,c
358.76107508848906,82.66985214504291,c
426.8711855685161,39.91459767714696,c
398.4607802926998,28.34688863684721,c
410.6455243129941,21.685220805425217,c
395.1978181224562,32.59946286003532,c
417.0109034269094,62.15943671010973,c
338.6166674342556,61.40702889217101,c
406.5152396365358,65.66491136677558,c
371.5542922642609,28.47449208980271,c
416.85461092750745,23.313673932809138,c
405.78223414543885,57.31701639743005,c
389.8247108335003,77.48818982349883,c
380.7316442581099,-32.46523345886851,c
430.220903050222,0.31526377783910675,c
382.1274253458457,37.13674615349777,c
365.3763405897787,101.9303114308288,c
418.5419097021485,14.691050639617572,c
411.7146268121258,17.714039133382357,c
417.5140878897455,33.587441412150895,c
448.26165590302804,31.249010427612234,c
414.27157482114046,47.37288863648433,c
413.9355435094187,35.1644298738982,c
406.1792037167342,46.776387996206665,c
424.4483106952615,36.25167859301871,c
396.6769262057674,61.24458077412669,c
480.8976238538437,72.85791012160331,c
456.50968279199776,90.68168179065026,c
443.61624999194777,30.589837846229045,c
423.1116172779452,56.27323482489004,c
402.9673093733015,66.73314507844748,c
427.72435768553646,32.5739581512467,c
411.7053376660938,33.18734595959279,c
439.0088628669676,18.058470537235735,c
393.08072118801743,3.4544696393911636,c
463.65976250342965,23.852984193273983,c
429.2492512842771,53.11167848397554,c
425.60286933825216,66.94199929876896,c
429.50387877268275,26.806014325208366,c
382.818439326058,82.90073540043704,c
437.7296196081628,71.08354293027918,c
420.1412274100964,21.074315469107432,c
391.1895112898568,41.621319190071915,c
410.5530294450979,102.48630737612672,c
454.803757994665,92.3047357297674,c
437.48903246503545,44.372869595933025,c
452.5839421872551,73.15039525008524,c
414.6929639679744,99.61858182500055,c
451.7058987867085,66.88891432769128,c
464.6245006505174,28.32498376216654,c
445.04182257703246,93.99396815483834,c
405.76898531582384,70.87270228539717,c
400.85143727873964,38.69319240968218,c
395.5254603625889,49.307771863182836,c
429.5924163557728,60.680793869472495,c
441.67897360941316,81.95743449236699,c
407.46923125163136,69.7928424048344,c
392.7869166734857,119.06167131264516,c
446.5278241503434,73.59149482825944,c
433.5837278387376,90.49021260939082,c
370.1311525444968,57.866266749717,c
415.38969723802046,43.39543108526118,c
399.1435959385224,33.87371856541404,c
353.416609012449,44.24824459820712,c
417.0777752964941,93.22400862936706,c
389.7257794142442,47.71756558320533,c
360.54868939378247,26.55903263098446,c
420.7574082852355,30.06516542385623,c
391.38511089630487,25.598700952585546,c
383.2536376683441,58.63930947082355,c
388.0850705566254,-4.4998483716432816,c
405.64812526104754,47.65041588927846,c
442.42652351579966,69.1351951521911,c
554.6177669386625,271.6106304212059,d
550.7593309403837,264.32115939174264,d
597.614793713699,296.0181376087604,d
551.4562523797092,298.62123633138617,d
554.6332158277861,305.7860372922978,d
551.1830107604484,367.2236106440464,d
581.0211618513553,351.97496080479084,d
550.3894353981457,299.77654785752156,d
546.2558753360961,308.2679955654292,d
579.7278170317966,295.5811948908732,d
556.4716338322864,281.56792745148005,d
585.332548491481,261.95841324249614,d
602.1915686477447,287.25416944393055,d
584.4576407899109,264.7512011060326,d
578.3681176696701,269.9992466758995,d
527.8191012947412,232.6476461703703,d
537.7450924361434,232.11529014551866,d
556.0349205190768,243.43820046560847,d
554.3759411853441,289.57395680426805,d
584.8477147619909,222.0480978696304,d
565.9581694924229,231.5152309976732,d
544.2983414010158,193.99824067848692,d
563.2463758383211,266.25163385501304,d
544.0827489111214,213.67019270969263,d
561.3038728353692,226.46835296066394,d
565.4431900967637,249.57919438194372,d
567.988379484224,251.3798057595599,d
520.5766933726319,246.37997051409616,d
555.4419387990129,240.89913838206428,d
568.8973640456596,244.72768101389647,d
595.1502178682238,243.94077180426763,d
587.9783477378658,286.8490368910575,d
560.213215804624,244.85170045485117,d
625.5699113766573,194.38729141720427,d
608.3097532869996,330.8888606173794,d
593.6551863334897,293.6987936705926,d
591.5898810724734,316.48738313118906,d
564.9925203238284,302.17538357064143,d
539.0594026046556,285.02238045426225,d
596.6740723019539,272.3116196687395,d
549.4119999580608,292.02385362289414,d
535.7840591290441,295.6560987353739,d
576.2309398545643,262.0292623660647,d
555.6816969019093,216.15299393579494,d
495.8094634216786,267.91328785236783,d
544.0540234219782,279.89975202329043,d
540.557701115147,245.2650359424363,d
574.2478661316032,242.8508753484785,d
569.7140517837789,222.517190549588,d
576.9960566036629,248.64622439514358,d
568.2063662735658,218.4347126053537,d
531.3405110514765,215.8851160907456,d
574.6911685096031,229.63879290217733,d
569.8372493982729,207.32711305393838,d
555.688386471983,180.3494924893617,d
549.2750266433031,198.5626537114175,d
577.0711571124267,224.38945344821178,d
584.0127932989014,228.08693972305917,d
651.4231632899573,214.58112144287105,d
629.581429708545,254.4391689238641,d
586.8944393672393,224.43838257429115,d
622.0310404404596,230.03832618242615,d
587.9015506144648,263.1439082903314,d
610.2409707169696,256.77138979472426,d
628.5854611233983,299.8713009261322,d
605.259997513637,254.0655404283989,d
598.7552429080732,283.137907123946,d
561.6182086773933,269.00258175329645,d
584.3862265014276,260.0483671226152,d
607.9384106009575,297.00992070709816,d
575.2487270595011,309.400373752493,d
579.7382174097482,290.23116637441217,d
556.3968354123292,268.8496680866506,d
538.7739551010606,258.95110964825346,d
553.769095264222,296.82249866248475,d
555.0258879789092,297.44200904044817,d
552.5516301859817,271.29385478658753,d
576.4318197712565,238.8249263423652,d
514.4926430926042,288.70860690208985,d
581.2042159882951,265.8266406120505,d
557.502183991738,277.4065441204865,d
556.5806038309541,266.1083713890704,d
522.6692493715688,216.9048838916297,d
556.9488816829179,205.7810230699455,d
559.6170507790627,202.41672117860645,d
574.3608249713649,209.89683292942254,d
595.5860742864872,254.92626768999978,d
555.8887556440544,239.13145770074254,d
576.9452187565239,216.0926894506925,d
599.2303634557118,217.8265264324529,d
565.5949293813287,276.6381981193187,d
572.0094196426325,270.78162605618877,d
574.86810953209,220.33484198628548,d
603.9395614202296,217.57305508447348,d
571.4053517644917,276.23602094750737,d
589.5489944035381,281.8967232394133,d
536.8350381594654,286.76140460339684,d
624.4257992778919,233.5444783313235,d
549.2398577458158,226.50747081679287,d
536.1869492207152,273.5925197657084,d
572.5334039810681,285.7449878965579,d
535.3693380279715,251.27995350378717,d
584.4900650468338,258.44313943513464,d
558.285954755717,188.9152438139218,d
533.6385169677334,242.06764592245668,d
600.5848583789747,238.08633771164705,d
568.5908221122522,212.89577762929474,d
573.2083399558475,244.68317721513185,d
567.7461012143546,219.8849707995422,d
640.2665434426694,181.70821832355153,d
587.9169294129474,277.5890802001571,d
621.8281513859216,256.7136182498431,d
592.3006622567268,225.26318053860462,d
610.3819602497348,234.4156126605758,d
554.4066210830874,228.71457731501346,d
619.3484268098061,228.44034583180263,d
609.8352624215744,276.0728648177074,d
621.4260767818978,258.26213158938856,d
558.4441982186185,278.834209300984,d
586.3421199950319,285.0856584139856,d
616.4623944745969,285.81381673891207,d
603.6883298109753,275.5387561282654,d
607.004243895527,303.0824989355716,d
559.1742288664311,232.81720200556958,d
556.9677707780227,266.83115640860285,d
611.5839246426447,286.60392411264877,d
635.5507973438863,305.8865799212232,d
527.2777642488103,306.26097646793414,d
567.652140286599,291.4237139700369,d
579.6855216999932,317.77254500460464,d
571.2284781482285,257.2154203252884,d
579.1572973704599,282.0495279286306,d
582.1162579003498,355.0950244839648,d
528.0193844341554,325.076630535252,d
567.1002085504844,334.74293464191703,d
567.5751884486726,250.5900524567875,d
520.4223923631023,268.9089024761338,d
558.5040973099159,173.98716224232686,d
559.5447953150363,160.71371922205594,d
527.671915946356,147.85589935272287,d
589.7276019613408,144.03726256640346,d
554.057604373759,124.22203739875613,d
535.6330671643792,158.72004372675758,d
530.0454299316119,144.46506076099882,d
568.8285097134938,178.7769115773512,d
572.0769858514618,193.33971626286012,d
563.6528535677712,148.82213123960094,d
522.9358101728187,157.87937832508004,d
607.7635586959063,227.2717106109261,d
626.9126017379583,238.95106603772535,d
562.1669222106607,282.7017078942371,d
583.7507661415239,305.08380200746456,d
639.353077705764,290.71269632334923,d
561.6431186706285,337.6374651219197,d
597.2620980987945,347.15828043963427,d
570.1234802925296,390.4247315019487,d
588.1961356224992,429.38076552945836,d
537.171197691203,471.52822213568766,d
569.345080810143,465.7613776532456,d
630.7514635260338,484.1927967226536,d
545.163752253202,448.97605974157835,d
578.4518415268451,371.73063758692194,d
535.5581004596003,331.76372773042783,d
571.7095646173937,214.20059552323244,d
573.1542853361912,190.34439461496976,d
578.2426139387512,136.9123728463606,d
564.9299682279772,102.06621359001463,d
575.0554022083813,87.99981635259536,d
515.9283407816195,85.82725317795496,d
537.1307090050672,40.346941889061554,d
482.9901471426399,285.7483975062152,d
562.3735450714994,329.02853026264995,d
560.545215637424,274.27389351713157,d
597.2263671099923,279.592331237286,d
629.772575519004,223.99393460837928,d
585.4158741736892,210.84593717963264,d
612.5061282908332,226.74972254513074,d
549.6675748891317,177.12683778182043,d
600.4823342989099,223.68737920862327,d
630.1164041938384,227.43942933720382,d
549.444233807003,232.9121880614755,d
571.1591282234618,200.59203452963163,d
591.7405298875722,273.0604841967298,d
566.0091723122619,271.5468807356293,d
567.3469718715421,305.5845602935376,d
587.2853378971686,301.94832832164616,d
550.4072793907945,279.32719330417115,d
612.2889445195151,287.7127612321419,d
589.7446277098063,290.6235584631555,d
595.049135241704,330.74371141683616,d
577.9904402186924,293.14146366662055,d
565.1712600556099,299.3453897842687,d
592.7242988678147,305.2473522544622,d
587.9786316406573,219.23303537557774,d
586.2954599627745,217.5168236783859,d
572.6891690759468,203.8652676038846,d
604.6899251331356,264.383415996836,d
585.4321567534844,259.3770017572013,d
566.4377794863221,261.4550712790117,d
578.0824103306315,311.121438612243,d
594.377253720232,308.60657389518065,d
590.7063204156151,248.32670997030874,d
585.6813524163955,227.27645923993742,d
609.4085770676847,285.14888351554566,d
