x,y,z
283.7863448234976,65.51922907792158,b
282.16864135073,121.65546899607853,b
293.5609101873798,92.09335339802573,b
317.6969347228463,87.7400069157228,b
276.7262560998688,102.81280070808151,b
318.75449932082495,105.4181319803115,b
271.6386746952357,103.1283493139868,b
283.16208001697754,70.8358747461586,b
322.740225555403,87.02456063985278,b
300.2442671114672,146.62853390696728,b
310.19488673415077,95.61433394691488,b
351.5785088085763,33.27405730819805,b
330.14643007085726,111.2458011716713,b
129.08815681058218,325.2212970647565,c
150.4331457301,293.726356921621,c
128.21200219830172,305.9817638047707,c
154.25692398021445,297.6101727209566,c
158.57519397040647,320.15464406076296,c
191.5235131314571,307.24325581720905,c
151.68774085569228,326.7772541874273,c
202.0835101133742,301.04377697678973,c
224.36620569940337,288.58653755497096,c
229.77633248735341,270.71243342311317,c
254.1987742233608,290.0400225833741,c
264.1299576356149,285.43897459958157,c
257.8158337760484,300.16649046960976,c
243.75739173881584,283.5999183987264,c
235.9189521795523,308.95095686971194,c
269.7338112772648,260.3310375749843,c
260.9142710651715,257.0950935586617,c
253.14409750388538,240.44575173171108,c
266.3260825570158,274.86673288238205,c
245.3556011978113,217.2703849337007,c
273.587227909724,245.2176848103927,c
271.34301253830347,231.9218392300167,c
272.0441861820943,283.9953896232698,c
260.5287814048665,226.29168346155052,c
288.15056397280125,231.07142328798886,c
289.5832315190621,285.8570405400053,c
317.4727276289691,235.11888122081064,c
303.3179932854645,212.03887145968042,c
334.00326313843834,226.47250793408352,c
303.84039002970565,220.31784106268424,c
274.409348035397,187.3532071746418,c
270.7624730226761,159.09953230781497,c
320.94047194076325,180.80146112004383,c
328.21352164613353,168.3239855268073,c
251.71343614584362,209.47224601621707,c
311.13999324114366,180.45544618824124,c
318.4225536908896,165.09165250967715,c
286.74988693996124,153.20561249380825,c
314.7332762031089,160.63785340399636,c
345.6768427191303,198.42508307524986,c
314.5684800198768,186.65132299260227,c
348.58073766479714,142.64894910396305,c
349.581354071145,140.67307225749516,c
309.68282663142566,176.52788176468397,c
282.3160815596326,133.4116171349766,c
369.416714789041,144.19838092155027,c
358.7292301058984,145.23528106203077,c
282.6118142542507,119.00298894904864,c
344.59656571943935,115.56213925270106,c
304.9559033383134,151.69535577972937,c
303.2978551466556,195.36241505895134,c
252.49339804473516,175.8157101621316,c
287.22954192436765,231.5199818186847,c
222.11293444282737,267.5931778729782,c
282.92989124201915,261.5069725867685,c
218.01063284972804,278.0513976766001,c
264.56192996122377,265.43900164471813,c
194.25917706553216,255.86019145705342,c
188.90487181331702,308.2120084474458,c
194.16181425799843,259.32358311684015,c
204.01384020270893,293.1893414341423,c
159.35801029494922,283.72991639290666,c
201.00186564235864,283.2263388460074,c
199.34470818093902,339.04304339429956,c
262.13128804170515,333.4895105476152,d
244.94229112309412,374.08255445139685,d
246.6176117482388,326.91359567654473,d
276.51196784901873,347.27291099831484,d
332.4206614250099,343.3692767321347,d
309.5770879766061,356.6324558577536,d
308.06893055112226,314.09566011355946,d
334.18082910842224,362.2127132097929,d
398.17552116887424,373.36079976398264,d
388.5286715733945,288.55143363347577,d
432.0546000420622,320.2851176582911,d
441.7530343843903,302.30893227559,d
436.8137584279421,312.08753084689977,d
418.59412783416496,353.0222518275093,d
447.9103824312988,284.8444696537385,d
419.54691568045706,352.90933742606825,d
426.89066892703585,346.93879638313075,d
384.7833763567331,291.34305816138226,d
395.07302899469727,312.7321367493242,d
395.869188510263,296.26482287655654,d
464.03439871086556,315.736486792248,d
439.533673504852,274.9569381702159,d
403.77476455973647,316.0258709752976,d
479.85078457843565,324.6942343281655,d
457.74956495426323,218.8584237512086,d
407.0533981092244,295.9406642536248,d
446.59954447419653,282.48283296105205,d
380.28065539652016,273.83240386127727,d
371.5232427909114,301.22574193030243,d
377.5900353907499,265.80481353094945,d
398.1691576188444,281.55122673154904,d
357.5532701659967,287.843791069457,d
334.0136784816467,334.940034807036,d
377.5975687244192,266.2715275377151,d
364.13137028692597,329.1427950364061,d
378.94192697463535,283.9630664938014,d
382.14590866423185,298.8538491669738,d
355.7984965479049,326.06837813037504,d
314.8239390473894,324.02691532920755,d
356.2279675559862,336.9599848201416,d
322.1475104044173,299.7571180442085,d
366.7542410664722,324.56255380814025,d
328.04176375909896,350.5835730690384,d
326.4907873069272,318.44250641677735,d
307.1247998981423,313.8160858626968,d
260.6267066089398,313.79550608215106,d
276.0822283819986,332.0076169185256,d
268.1735468560968,322.8511498654848,d
285.2447145176039,288.29244831075187,d
385.7717769032465,259.65255603145954,d
399.6061356983163,186.1384840079312,d
385.9719322711462,224.9392190802305,d
390.3016337633428,240.93053362350992,d
378.72175781009344,217.76987679949286,d
394.9440632363199,232.2358101115032,d
357.44960578392676,234.80664112961847,d
370.25056762226745,276.19799796319506,d
330.7245826958169,276.9388287446624,d
345.099462817756,234.13101704375896,d
334.2388027489603,270.06107020443903,d
325.54754449761265,226.51844683594544,d
358.944846847935,286.15848383230195,d
283.6318685090973,303.0983513927456,d
333.7572347000761,273.6897850898115,d
48.133690363603684,94.93284345069901,a
67.55701804736111,137.04944411936748,a
107.87472128344716,97.50229696539577,a
89.63083619517562,104.30733177404454,a
84.42802818468726,119.40026269530927,a
68.92376141099692,115.18898865544838,a
168.3890244931847,144.2461256223495,a
107.47220366821372,78.20150553860117,a
71.35367662690496,109.01263700685388,a
121.76041867569037,94.6601256877978,a
106.53260555398066,82.9296980785308,a
95.09974016864484,47.30770592269232,a
124.45154334557037,67.75435753364388,a
167.762254435423,99.48801130794959,a
137.95328369551092,63.0697382133049,a
89.48602891574669,72.78013531401484,a
155.56550593336192,82.80218968810698,a
129.86784575248788,71.2707561988467,a
185.64693174732705,45.07693932608191,a
65.75795619356735,209.14408741355697,b
105.32340828158996,239.70579149075837,b
96.12788426298206,166.90239216662712,b
107.35889964708073,202.68807621980778,b
160.10391496217093,182.6601688230188,b
198.54524627475928,175.14914982642813,b
200.3430794085339,140.10693924085183,b
222.83878725562778,121.56372461212379,b
201.53404176800623,132.76417928320825,b
236.9124826768826,100.7522558149492,b
207.72381529288975,147.99367925925208,b
183.6907158627979,119.02817076356115,b
228.08376681634894,153.85694538914686,b
202.44827157121318,119.11604098658432,b
177.29620728868656,234.17352921546149,b
205.90762646041674,193.40359189640725,b
178.99997772450513,242.44994519665323,b
189.89480501696488,231.31960866164155,b
260.4238754760578,214.40198514698181,b
197.45059327673158,178.33094727846856,b
212.11746619002963,229.3029024000748,b
193.44192180215194,241.29505563511282,b
239.2282020072191,234.40007168246495,b
277.07408156798874,239.788550405477,b
246.41917723347117,180.6084286071291,b
223.48333772116055,224.3872981475343,b
227.93374007571202,240.64029624683627,c
216.65184263196207,214.51947730957886,c
206.55076968018588,303.02899180115116,c
247.2149550235408,189.1408066113242,c
229.25308696917247,219.29592291874798,c
241.8123684487833,141.0120167645863,c
249.2937260913147,201.37167028310762,c
235.42851680551118,208.6630276926423,c
259.2264419501723,191.35732534867282,c
262.2685959243203,203.0917366937246,c
260.26187637579704,155.80593207678993,c
274.086858323036,190.13134602632203,c
246.31871753318708,164.66012816283205,c
228.2079967192229,232.8831661030706,c
160.2946062004458,228.34144647126988,c
178.6861765900508,232.25697352740946,c
229.26931801614222,208.95211525851738,c
210.09287873690215,243.90031413553334,c
211.82798023355554,234.6195894918771,c
177.75589683080176,239.88681175651027,c
189.68251421288193,254.74224566925596,c
252.2425768237634,265.64776305843543,c
210.669165738772,231.03374136960963,c
