"subj","age","item","freq","gram","rating","accuracy","region","word","rt"
2,55,19,"low","no",3,1,1,"the",257.996572900756
2,55,20,"low","no",2,1,1,"the",326.679612700864
3,50,1,"high","yes",5,1,1,"the",199.063471963692
3,50,2,"high","yes",3,1,1,"the",541.485148511042
3,50,3,"high","yes",5,1,1,"the",375.935147591793
3,50,4,"high","yes",5,1,1,"the",379.143558550827
3,50,5,"high","yes",5,1,1,"the",431.479818797844
3,50,6,"high","no",3,0,1,"the",392.089193274501
3,50,7,"high","no",5,1,1,"the",454.755377506443
3,50,8,"high","no",4,1,1,"the",384.996343845121
3,50,9,"high","no",2,1,1,"the",344.210643041828
3,50,10,"high","no",3,1,1,"the",337.378829118606
3,50,11,"low","yes",4,0,1,"the",364.229439542452
3,50,12,"low","yes",5,1,1,"the",349.597405656515
3,50,13,"low","yes",4,1,1,"the",333.968446963017
3,50,14,"low","yes",5,1,1,"the",294.9195388289
3,50,15,"low","yes",5,1,1,"the",284.472955649899
3,50,16,"low","no",2,0,1,"the",317.97498826454
3,50,17,"low","no",1,1,1,"the",292.758453162955
3,50,18,"low","no",5,1,1,"the",461.414995207392
3,50,19,"low","no",4,1,1,"the",372.206536535195
3,50,20,"low","no",2,1,1,"the",447.452317955045
4,60,1,"high","yes",5,1,1,"the",281.423005219423
4,60,2,"high","yes",3,1,1,"the",302.934733407433
4,60,3,"high","yes",5,1,1,"the",421.143821456951
4,60,4,"high","yes",5,0,1,"the",555.700633030479
4,60,5,"high","yes",5,0,1,"the",299.944743335879
4,60,6,"high","no",3,0,1,"the",263.220137705086
4,60,7,"high","no",2,1,1,"the",347.031900761818
4,60,8,"high","no",1,1,1,"the",341.676956203657
4,60,9,"high","no",1,0,1,"the",433.010485175596
4,60,10,"high","no",2,1,1,"the",354.387352919207
4,60,11,"low","yes",4,1,1,"the",443.937851973597
4,60,12,"low","yes",5,1,1,"the",442.269782729573
4,60,13,"low","yes",5,1,1,"the",349.33535394223
4,60,14,"low","yes",5,0,1,"the",515.179770495863
4,60,15,"low","yes",5,1,1,"the",618.176999949714
4,60,16,"low","no",1,1,1,"the",394.615333956054
4,60,17,"low","no",1,1,1,"the",298.841925488189
4,60,18,"low","no",1,1,1,"the",364.166935426945
4,60,19,"low","no",1,1,1,"the",427.59630501734
4,60,20,"low","no",1,1,1,"the",357.434638422936
5,30,1,"high","yes",5,1,1,"the",244.455054846906
5,30,2,"high","yes",3,1,1,"the",341.915358689875
5,30,3,"high","yes",4,1,1,"the",475.58155906785
5,30,4,"high","yes",5,1,1,"the",336.81093783313
5,30,5,"high","yes",4,1,1,"the",292.195103681098
5,30,6,"high","no",4,1,1,"the",287.353698027989
5,30,7,"high","no",5,1,1,"the",323.8653457465
5,30,8,"high","no",1,1,1,"the",350.48803612875
5,30,9,"high","no",2,1,1,"the",309.781275660448
5,30,10,"high","no",2,1,1,"the",465.217772569886
5,30,11,"low","yes",2,0,1,"the",416.671118962165
5,30,12,"low","yes",5,0,1,"the",286.650302203003
5,30,13,"low","yes",1,1,1,"the",266.290460794711
5,30,14,"low","yes",5,1,1,"the",320.219414923342
5,30,15,"low","yes",2,1,1,"the",325.661359871263
5,30,16,"low","no",1,1,1,"the",347.834405448304
5,30,17,"low","no",3,1,1,"the",354.317919667279
5,30,18,"low","no",3,1,1,"the",270.62084118576
5,30,19,"low","no",3,1,1,"the",287.360534270888
5,30,20,"low","no",4,1,1,"the",282.783871472692
6,33,1,"high","yes",5,1,1,"the",269.97202635107
6,33,2,"high","yes",5,1,1,"the",437.76325540478
6,33,3,"high","yes",4,1,1,"the",281.358990092737
6,33,4,"high","yes",4,0,1,"the",353.76262018602
6,33,5,"high","yes",5,1,1,"the",210.048581845414
6,33,6,"high","no",1,1,1,"the",493.654156156549
6,33,7,"high","no",3,1,1,"the",403.285247451368
6,33,8,"high","no",4,1,1,"the",400.322858702494
6,33,9,"high","no",2,1,1,"the",404.629100674401
6,33,10,"high","no",1,1,1,"the",88.4520668213595
6,33,11,"low","yes",5,1,1,"the",248.559403940681
6,33,12,"low","yes",3,0,1,"the",342.619397047178
6,33,13,"low","yes",5,1,1,"the",301.235777125623
6,33,14,"low","yes",5,1,1,"the",273.776765330593
6,33,15,"low","yes",5,1,1,"the",475.862068047765
6,33,16,"low","no",1,1,1,"the",264.614389911609
6,33,17,"low","no",2,1,1,"the",350.977267621184
6,33,18,"low","no",1,1,1,"the",314.192013690616
6,33,19,"low","no",4,1,1,"the",147.222519759447
6,33,20,"low","no",4,0,1,"the",244.766477361402
7,26,1,"high","yes",5,1,1,"the",406.332834560846
7,26,2,"high","yes",5,1,1,"the",425.993593007263
7,26,3,"high","yes",5,1,1,"the",82.4394536206199
7,26,4,"high","yes",4,1,1,"the",181.973788637523
7,26,5,"high","yes",5,1,1,"the",368.009543164312
7,26,6,"high","no",3,1,1,"the",411.168765554452
7,26,7,"high","no",3,1,1,"the",273.725396307404
7,26,8,"high","no",3,0,1,"the",311.465261741596
7,26,9,"high","no",4,1,1,"the",268.582209879665
7,26,10,"high","no",3,1,1,"the",245.597954846844
7,26,11,"low","yes",5,1,1,"the",447.430707736719
7,26,12,"low","yes",5,1,1,"the",471.229406826696
7,26,13,"low","yes",4,1,1,"the",563.34002859939
7,26,14,"low","yes",5,1,1,"the",456.332519027143
7,26,15,"low","yes",3,1,1,"the",365.552816983143
7,26,16,"low","no",2,1,1,"the",192.601857139003
7,26,17,"low","no",1,1,1,"the",327.896813732301
7,26,18,"low","no",1,1,1,"the",415.012360250453
7,26,19,"low","no",1,1,1,"the",496.364539855995
7,26,20,"low","no",3,0,1,"the",329.766614875858
8,40,1,"high","yes",5,1,1,"the",339.209887295248
8,40,2,"high","yes",4,1,1,"the",419.473286249077
8,40,3,"high","yes",2,1,1,"the",441.19439970947
8,40,4,"high","yes",4,1,1,"the",346.586273007824
8,40,5,"high","yes",5,1,1,"the",171.41876551101
8,40,6,"high","no",1,1,1,"the",470.971327947885
8,40,7,"high","no",1,1,1,"the",516.000151878205
8,40,8,"high","no",1,1,1,"the",394.661846326933
8,40,9,"high","no",3,1,1,"the",325.290859691522
8,40,10,"high","no",1,1,1,"the",269.149421507557
8,40,11,"low","yes",5,1,1,"the",310.929348552037
8,40,12,"low","yes",5,1,1,"the",357.912681780011
8,40,13,"low","yes",5,1,1,"the",310.021136383592
8,40,14,"low","yes",5,1,1,"the",225.134835669606
8,40,15,"low","yes",4,1,1,"the",560.495208136214
8,40,16,"low","no",3,1,1,"the",279.612263635613
8,40,17,"low","no",2,1,1,"the",249.599700692277
8,40,18,"low","no",2,1,1,"the",376.727655406417
8,40,19,"low","no",4,1,1,"the",376.542281974724
8,40,20,"low","no",1,1,1,"the",394.898113470472
9,71,1,"high","yes",4,0,1,"the",255.246644144672
9,71,2,"high","yes",4,1,1,"the",303.580853728724
9,71,3,"high","yes",4,1,1,"the",413.095965867308
9,71,4,"high","yes",1,0,1,"the",423.779548978853
9,71,5,"high","yes",4,1,1,"the",175.671283785051
9,71,6,"high","no",2,1,1,"the",331.706988658791
9,71,7,"high","no",1,1,1,"the",248.157753299241
9,71,8,"high","no",1,1,1,"the",413.958974621174
9,71,9,"high","no",3,1,1,"the",492.558450429236
9,71,10,"high","no",2,1,1,"the",382.19240653547
9,71,11,"low","yes",5,1,1,"the",411.883971807443
9,71,12,"low","yes",4,1,1,"the",305.880076383702
9,71,13,"low","yes",5,1,1,"the",406.440528322564
9,71,14,"low","yes",5,0,1,"the",287.272293921268
9,71,15,"low","yes",5,1,1,"the",338.340298909386
9,71,16,"low","no",1,1,1,"the",493.917584670592
9,71,17,"low","no",1,1,1,"the",350.010857548112
9,71,18,"low","no",2,1,1,"the",489.549805401055
9,71,19,"low","no",1,1,1,"the",438.175041289868
9,71,20,"low","no",1,1,1,"the",360.113758068459
10,24,1,"high","yes",4,1,1,"the",326.327786327226
10,24,2,"high","yes",2,1,1,"the",401.661577577056
10,24,3,"high","yes",4,1,1,"the",298.067603832672
10,24,4,"high","yes",5,1,1,"the",255.31317987411
10,24,5,"high","yes",4,1,1,"the",306.853578927558
10,24,6,"high","no",4,1,1,"the",388.992427967478
10,24,7,"high","no",2,1,1,"the",225.009974424124
10,24,8,"high","no",1,1,1,"the",352.630104778752
10,24,9,"high","no",3,1,1,"the",327.344783965041
10,24,10,"high","no",3,1,1,"the",76.7744821176379
10,24,11,"low","yes",5,1,1,"the",320.373690232551
10,24,12,"low","yes",3,1,1,"the",440.446856497067
10,24,13,"low","yes",4,1,1,"the",312.291091988908
10,24,14,"low","yes",4,1,1,"the",285.589857254295
10,24,15,"low","yes",5,1,1,"the",398.957255614964
10,24,16,"low","no",2,1,1,"the",356.601455254555
10,24,17,"low","no",2,1,1,"the",318.048985742156
10,24,18,"low","no",1,1,1,"the",290.607552162326
10,24,19,"low","no",1,1,1,"the",457.820835346793
10,24,20,"low","no",2,1,1,"the",178.747331529467
11,36,1,"high","yes",4,1,1,"the",429.561549473646
11,36,2,"high","yes",5,1,1,"the",315.507422323179
11,36,3,"high","yes",4,1,1,"the",450.985896904872
11,36,4,"high","yes",3,1,1,"the",217.401876200403
11,36,5,"high","yes",3,1,1,"the",433.485379108773
11,36,6,"high","no",3,1,1,"the",282.402247896978
11,36,7,"high","no",1,0,1,"the",175.738516521483
11,36,8,"high","no",2,0,1,"the",421.142413200396
11,36,9,"high","no",2,1,1,"the",277.377712802428
11,36,10,"high","no",3,1,1,"the",424.821261014324
11,36,11,"low","yes",3,1,1,"the",459.837566009793
11,36,12,"low","yes",5,1,1,"the",347.686678513887
11,36,13,"low","yes",5,1,1,"the",229.522263310477
11,36,14,"low","yes",4,1,1,"the",151.286804481506
11,36,15,"low","yes",3,1,1,"the",368.318606118034
11,36,16,"low","no",1,1,1,"the",395.986690972333
11,36,17,"low","no",1,1,1,"the",345.074165716453
11,36,18,"low","no",1,1,1,"the",317.168839472858
11,36,19,"low","no",3,1,1,"the",485.73701713546
11,36,20,"low","no",1,1,1,"the",263.762646933374
12,51,1,"high","yes",3,1,1,"the",315.464776858041
12,51,2,"high","yes",4,1,1,"the",417.435612029821
12,51,3,"high","yes",5,1,1,"the",208.482109128663
12,51,4,"high","yes",3,1,1,"the",494.642362329084
12,51,5,"high","yes",5,1,1,"the",300.158876982892
12,51,6,"high","no",3,1,1,"the",296.919282958379
12,51,7,"high","no",1,1,1,"the",199.602210991603
12,51,8,"high","no",5,1,1,"the",452.073544650921
12,51,9,"high","no",1,1,1,"the",504.981041548842
12,51,10,"high","no",1,1,1,"the",445.244416025271
12,51,11,"low","yes",3,1,1,"the",298.028837117215
12,51,12,"low","yes",1,1,1,"the",434.18675473547
12,51,13,"low","yes",4,1,1,"the",336.99382237874
12,51,14,"low","yes",2,1,1,"the",347.429558892132
12,51,15,"low","yes",5,1,1,"the",228.706466638489
12,51,16,"low","no",1,1,1,"the",601.931983292273
12,51,17,"low","no",4,1,1,"the",297.176461363859
12,51,18,"low","no",3,1,1,"the",360.999776051901
12,51,19,"low","no",1,1,1,"the",534.037487542216
12,51,20,"low","no",4,0,1,"the",131.183799424371
13,49,1,"high","yes",5,1,1,"the",316.305526190204
13,49,2,"high","yes",5,1,1,"the",354.666548595169
13,49,3,"high","yes",4,1,1,"the",337.297482706318
13,49,4,"high","yes",4,1,1,"the",364.829688353868
13,49,5,"high","yes",2,1,1,"the",351.709561500466
13,49,6,"high","no",3,1,1,"the",320.756312098086
13,49,7,"high","no",2,1,1,"the",493.770483662657
13,49,8,"high","no",2,1,1,"the",361.828267762195
13,49,9,"high","no",4,1,1,"the",404.645732944926
13,49,10,"high","no",3,1,1,"the",229.294730001182
13,49,11,"low","yes",5,1,1,"the",355.126950566735
13,49,12,"low","yes",4,1,1,"the",458.283056805283
13,49,13,"low","yes",5,1,1,"the",462.257388536147
13,49,14,"low","yes",5,1,1,"the",444.959180212709
13,49,15,"low","yes",3,1,1,"the",372.655147554342
13,49,16,"low","no",1,1,1,"the",286.705342394383
13,49,17,"low","no",1,1,1,"the",503.291236393283
13,49,18,"low","no",1,1,1,"the",333.414002846987
13,49,19,"low","no",1,0,1,"the",531.302898800306
13,49,20,"low","no",2,1,1,"the",298.889763589116
14,33,1,"high","yes",5,1,1,"the",371.08101841568
14,33,2,"high","yes",5,1,1,"the",193.534857942061
14,33,3,"high","yes",4,1,1,"the",248.983953876055
14,33,4,"high","yes",4,1,1,"the",369.605637882159
14,33,5,"high","yes",3,1,1,"the",323.629187121018
14,33,6,"high","no",3,1,1,"the",243.86410424425
14,33,7,"high","no",3,1,1,"the",320.987679552272
14,33,8,"high","no",2,1,1,"the",475.699084958556
14,33,9,"high","no",4,1,1,"the",322.858523891143
14,33,10,"high","no",2,1,1,"the",339.241309764206
14,33,11,"low","yes",4,0,1,"the",489.183209535642
14,33,12,"low","yes",2,1,1,"the",369.98012083718
14,33,13,"low","yes",4,1,1,"the",283.142563298733
14,33,14,"low","yes",2,1,1,"the",442.566012129917
14,33,15,"low","yes",4,1,1,"the",311.529027724022
14,33,16,"low","no",2,1,1,"the",348.53645224427
14,33,17,"low","no",4,1,1,"the",256.497900629979
14,33,18,"low","no",5,1,1,"the",286.968164665738
14,33,19,"low","no",2,1,1,"the",213.883500852704
14,33,20,"low","no",2,1,1,"the",236.802454757387
15,56,1,"high","yes",5,1,1,"the",593.541194156486
15,56,2,"high","yes",1,1,1,"the",242.914821576478
15,56,3,"high","yes",4,1,1,"the",395.085345956259
15,56,4,"high","yes",3,1,1,"the",279.544954252694
15,56,5,"high","yes",4,1,1,"the",287.257309740587
15,56,6,"high","no",2,0,1,"the",572.679093572604
15,56,7,"high","no",1,0,1,"the",214.685442268891
15,56,8,"high","no",2,1,1,"the",425.714600741807
15,56,9,"high","no",2,0,1,"the",267.187056236779
15,56,10,"high","no",3,0,1,"the",319.474784705838
15,56,11,"low","yes",1,1,1,"the",342.217128430608
15,56,12,"low","yes",5,1,1,"the",255.160651823802
15,56,13,"low","yes",5,1,1,"the",317.436978152489
15,56,14,"low","yes",4,0,1,"the",297.148997241951
15,56,15,"low","yes",4,0,1,"the",447.427142290321
15,56,16,"low","no",1,1,1,"the",357.906345273607
15,56,17,"low","no",3,0,1,"the",295.826998264647
15,56,18,"low","no",1,1,1,"the",371.179763004514
15,56,19,"low","no",2,0,1,"the",402.835489150055
15,56,20,"low","no",5,1,1,"the",457.401285088228
16,39,1,"high","yes",4,1,1,"the",344.463372521032
16,39,2,"high","yes",3,1,1,"the",342.320380013625
16,39,3,"high","yes",4,1,1,"the",420.88787858559
16,39,4,"high","yes",5,1,1,"the",414.390402104874
16,39,5,"high","yes",5,1,1,"the",375.881645614671
16,39,6,"high","no",2,0,1,"the",390.418166447998
16,39,7,"high","no",2,1,1,"the",100.622604013234
16,39,8,"high","no",1,1,1,"the",214.147117771924
16,39,9,"high","no",2,1,1,"the",449.771441883203
16,39,10,"high","no",3,1,1,"the",498.20507184216
16,39,11,"low","yes",4,1,1,"the",293.537083967827
16,39,12,"low","yes",2,1,1,"the",399.070621500301
16,39,13,"low","yes",4,1,1,"the",382.941280852427
16,39,14,"low","yes",4,1,1,"the",432.482993359966
16,39,15,"low","yes",3,1,1,"the",302.098996880774
16,39,16,"low","no",2,1,1,"the",287.070875097458
16,39,17,"low","no",1,1,1,"the",349.544738630891
16,39,18,"low","no",1,1,1,"the",452.525795149365
16,39,19,"low","no",1,1,1,"the",181.360123113056
16,39,20,"low","no",2,1,1,"the",162.238714537684
17,34,1,"high","yes",3,1,1,"the",215.356558841998
17,34,2,"high","yes",5,1,1,"the",420.142515862966
17,34,3,"high","yes",5,1,1,"the",379.26856918887
17,34,4,"high","yes",5,1,1,"the",480.399021050242
17,34,5,"high","yes",5,1,1,"the",304.074491563002
17,34,6,"high","no",1,1,1,"the",394.035948689078
17,34,7,"high","no",3,1,1,"the",319.339907240226
17,34,8,"high","no",3,1,1,"the",116.083849576875
17,34,9,"high","no",4,1,1,"the",293.33274122325
17,34,10,"high","no",2,1,1,"the",246.093971753442
17,34,11,"low","yes",2,1,1,"the",181.380840920664
17,34,12,"low","yes",5,1,1,"the",227.385354338904
17,34,13,"low","yes",3,1,1,"the",215.269869474202
17,34,14,"low","yes",5,0,1,"the",392.750497124501
17,34,15,"low","yes",5,0,1,"the",479.211188654732
17,34,16,"low","no",4,1,1,"the",467.639232432568
17,34,17,"low","no",3,1,1,"the",275.63317247706
17,34,18,"low","no",1,1,1,"the",539.557013922578
17,34,19,"low","no",4,1,1,"the",318.820535242174
17,34,20,"low","no",1,1,1,"the",342.403390357456
18,47,1,"high","yes",3,1,1,"the",174.331083065181
18,47,2,"high","yes",5,1,1,"the",482.696335629313
18,47,3,"high","yes",5,1,1,"the",244.125959100866
18,47,4,"high","yes",2,1,1,"the",452.729707066202
18,47,5,"high","yes",2,1,1,"the",329.40104320108
18,47,6,"high","no",3,1,1,"the",345.138725461507
18,47,7,"high","no",3,1,1,"the",153.41973459717
18,47,8,"high","no",1,1,1,"the",321.439071694857
18,47,9,"high","no",3,1,1,"the",414.580895007829
18,47,10,"high","no",3,1,1,"the",475.583635590161
18,47,11,"low","yes",4,1,1,"the",485.369696943176
18,47,12,"low","yes",4,1,1,"the",474.888129017275
18,47,13,"low","yes",2,0,1,"the",537.540435335064
18,47,14,"low","yes",5,1,1,"the",289.611398818235
18,47,15,"low","yes",5,1,1,"the",285.807531921804
18,47,16,"low","no",1,1,1,"the",358.221760333466
18,47,17,"low","no",2,1,1,"the",336.773174892486
18,47,18,"low","no",4,1,1,"the",332.726606426516
18,47,19,"low","no",2,1,1,"the",238.210259495263
18,47,20,"low","no",1,1,1,"the",283.731661934316
19,30,1,"high","yes",4,1,1,"the",318.714360103363
19,30,2,"high","yes",3,1,1,"the",357.360685372297
19,30,3,"high","yes",5,1,1,"the",282.614088137949
19,30,4,"high","yes",5,1,1,"the",305.004044518457
19,30,5,"high","yes",2,1,1,"the",405.964174645006
19,30,6,"high","no",2,1,1,"the",342.001937968355
19,30,7,"high","no",3,1,1,"the",298.63426094473
19,30,8,"high","no",1,1,1,"the",343.249342592596
19,30,9,"high","no",3,1,1,"the",554.020149953336
19,30,10,"high","no",2,1,1,"the",341.740401380024
19,30,11,"low","yes",4,1,1,"the",474.993787985461
19,30,12,"low","yes",4,1,1,"the",298.477799539615
19,30,13,"low","yes",4,1,1,"the",274.786505163047
19,30,14,"low","yes",5,0,1,"the",422.608947757565
19,30,15,"low","yes",5,1,1,"the",372.973586771556
19,30,16,"low","no",3,1,1,"the",447.959293366409
19,30,17,"low","no",3,1,1,"the",300.817323978688
19,30,18,"low","no",2,1,1,"the",267.560281804985
19,30,19,"low","no",4,1,1,"the",252.180023001017
19,30,20,"low","no",3,1,1,"the",413.662010106035
20,38,1,"high","yes",4,1,1,"the",506.772650389882
20,38,2,"high","yes",5,1,1,"the",494.112579598838
20,38,3,"high","yes",4,1,1,"the",375.491151649115
20,38,4,"high","yes",5,1,1,"the",430.011575607967
20,38,5,"high","yes",4,1,1,"the",556.308970726665
20,38,6,"high","no",1,1,1,"the",337.884292443319
20,38,7,"high","no",2,1,1,"the",315.314054832325
20,38,8,"high","no",3,1,1,"the",328.299510041025
20,38,9,"high","no",1,1,1,"the",335.854830579298
20,38,10,"high","no",1,1,1,"the",278.233346615515
20,38,11,"low","yes",3,1,1,"the",388.77688993
20,38,12,"low","yes",5,1,1,"the",338.367726433795
20,38,13,"low","yes",2,1,1,"the",423.798564718763
20,38,14,"low","yes",5,1,1,"the",402.620871759554
20,38,15,"low","yes",5,1,1,"the",339.917423127443
20,38,16,"low","no",1,1,1,"the",384.332317303652
20,38,17,"low","no",2,1,1,"the",454.179410812438
20,38,18,"low","no",1,1,1,"the",456.190132610613
20,38,19,"low","no",1,1,1,"the",339.191535831234
20,38,20,"low","no",1,1,1,"the",212.29168860246
21,23,1,"high","yes",3,1,1,"the",218.842635774364
21,23,2,"high","yes",5,1,1,"the",367.815812835356
21,23,3,"high","yes",5,1,1,"the",560.095083484348
21,23,4,"high","yes",4,1,1,"the",340.037738543631
21,23,5,"high","yes",5,1,1,"the",116.749626207882
21,23,6,"high","no",2,1,1,"the",342.066009483245
21,23,7,"high","no",3,1,1,"the",153.545508565414
21,23,8,"high","no",3,1,1,"the",219.836003309441
21,23,9,"high","no",2,1,1,"the",366.150883409908
21,23,10,"high","no",3,1,1,"the",260.627942490147
21,23,11,"low","yes",4,1,1,"the",193.644884276657
21,23,12,"low","yes",3,1,1,"the",467.188200198125
21,23,13,"low","yes",3,1,1,"the",455.206554426881
21,23,14,"low","yes",4,1,1,"the",253.838859075924
21,23,15,"low","yes",5,1,1,"the",276.972310706214
21,23,16,"low","no",2,1,1,"the",351.108489860138
21,23,17,"low","no",2,1,1,"the",349.545245766062
21,23,18,"low","no",2,1,1,"the",554.38229289179
21,23,19,"low","no",1,1,1,"the",126.431379250486
21,23,20,"low","no",1,1,1,"the",243.200492744969
22,64,1,"high","yes",5,1,1,"the",532.274596991402
22,64,2,"high","yes",4,0,1,"the",385.747622414985
22,64,3,"high","yes",5,1,1,"the",203.305106068519
22,64,4,"high","yes",5,1,1,"the",474.024318278806
22,64,5,"high","yes",4,1,1,"the",504.481929401649
22,64,6,"high","no",1,0,1,"the",434.949687606497
22,64,7,"high","no",2,1,1,"the",467.308717561433
22,64,8,"high","no",2,1,1,"the",321.049727811123
22,64,9,"high","no",3,1,1,"the",529.157046698695
22,64,10,"high","no",3,0,1,"the",409.356763262445
22,64,11,"low","yes",5,1,1,"the",282.992049360254
22,64,12,"low","yes",5,1,1,"the",356.160649409093
22,64,13,"low","yes",3,1,1,"the",412.992001404571
22,64,14,"low","yes",4,0,1,"the",371.536605687457
22,64,15,"low","yes",4,1,1,"the",300.363827609656
22,64,16,"low","no",1,0,1,"the",404.39957488584
22,64,17,"low","no",1,1,1,"the",292.488731237311
22,64,18,"low","no",2,1,1,"the",459.418270102326
22,64,19,"low","no",1,1,1,"the",187.834088480518
22,64,20,"low","no",1,1,1,"the",369.998435968547
23,53,1,"high","yes",5,1,1,"the",281.491201618107
23,53,2,"high","yes",4,1,1,"the",444.22704866902
23,53,3,"high","yes",4,1,1,"the",315.662421179604
23,53,4,"high","yes",3,1,1,"the",458.866826043019
23,53,5,"high","yes",5,1,1,"the",457.554588082895
23,53,6,"high","no",1,1,1,"the",343.042326317139
23,53,7,"high","no",2,1,1,"the",174.153456615853
23,53,8,"high","no",2,1,1,"the",271.506705487232
23,53,9,"high","no",1,1,1,"the",303.303621837507
23,53,10,"high","no",2,1,1,"the",170.436026767023
23,53,11,"low","yes",2,0,1,"the",102.562506787948
23,53,12,"low","yes",5,1,1,"the",318.530224375684
23,53,13,"low","yes",5,1,1,"the",441.862105478563
23,53,14,"low","yes",5,1,1,"the",396.031376548439
23,53,15,"low","yes",3,1,1,"the",226.579349062789
23,53,16,"low","no",1,1,1,"the",490.679705755989
23,53,17,"low","no",2,1,1,"the",430.466272720577
23,53,18,"low","no",1,1,1,"the",470.09766042707
23,53,19,"low","no",2,0,1,"the",409.633498958685
23,53,20,"low","no",1,1,1,"the",250.120947330029
24,40,1,"high","yes",5,1,1,"the",268.259187050459
24,40,2,"high","yes",3,1,1,"the",223.358337154341
24,40,3,"high","yes",2,1,1,"the",447.497064151025
24,40,4,"high","yes",3,1,1,"the",411.007925746114
24,40,5,"high","yes",5,0,1,"the",321.836255527024
24,40,6,"high","no",2,0,1,"the",462.955910117505
24,40,7,"high","no",1,1,1,"the",388.166521415731
24,40,8,"high","no",4,1,1,"the",264.976878933685
24,40,9,"high","no",2,1,1,"the",443.237660874035
24,40,10,"high","no",2,1,1,"the",400.846890435328
24,40,11,"low","yes",5,1,1,"the",415.062443120716
24,40,12,"low","yes",5,1,1,"the",350.594506881105
24,40,13,"low","yes",5,1,1,"the",325.770529866965
24,40,14,"low","yes",2,1,1,"the",344.585488576216
24,40,15,"low","yes",5,1,1,"the",641.314316225063
24,40,16,"low","no",1,1,1,"the",450.000754458638
24,40,17,"low","no",1,1,1,"the",415.081652341879
24,40,18,"low","no",1,1,1,"the",340.282376139219
24,40,19,"low","no",1,1,1,"the",538.642229564434
24,40,20,"low","no",2,1,1,"the",286.813679090252
25,47,1,"high","yes",5,1,1,"the",191.347642760426
25,47,2,"high","yes",5,1,1,"the",315.752229624311
25,47,3,"high","yes",5,1,1,"the",351.638808007953
25,47,4,"high","yes",5,1,1,"the",448.938959608322
25,47,5,"high","yes",4,1,1,"the",374.423234831144
25,47,6,"high","no",2,1,1,"the",431.571094101561
25,47,7,"high","no",3,1,1,"the",401.947715327162
25,47,8,"high","no",1,1,1,"the",694.296751135204
25,47,9,"high","no",1,1,1,"the",262.599958665185
25,47,10,"high","no",3,1,1,"the",295.016830621036
25,47,11,"low","yes",5,1,1,"the",549.928446490017
25,47,12,"low","yes",4,1,1,"the",233.806479766308
25,47,13,"low","yes",4,1,1,"the",323.48623237524
25,47,14,"low","yes",3,1,1,"the",282.616901326821
25,47,15,"low","yes",5,1,1,"the",369.92782665769
25,47,16,"low","no",1,1,1,"the",518.932210711737
25,47,17,"low","no",3,1,1,"the",245.548673245261
25,47,18,"low","no",4,1,1,"the",216.953528117929
25,47,19,"low","no",1,0,1,"the",308.216994451302
25,47,20,"low","no",1,1,1,"the",418.886351253488
26,42,1,"high","yes",4,1,1,"the",311.46101787728
26,42,2,"high","yes",5,1,1,"the",414.854790180607
26,42,3,"high","yes",4,1,1,"the",381.234451498652
26,42,4,"high","yes",5,1,1,"the",208.238894895646
26,42,5,"high","yes",5,1,1,"the",335.909967242342
26,42,6,"high","no",3,1,1,"the",474.378745088389
